Time,Xa,Ya,Za
4.05,-0.39,0.18,1.27
4.06,-0.34,0.04,1.46
4.068,-0.35,0.28,1.35
4.076,-0.35,0.28,1.35
4.085,-0.36,0.2,1.36
4.093,-0.32,0.09,1.48
4.102,-0.26,-0.28,1.71
4.111,-0.12,0.2,0.53
4.119,0.14,0.45,0.46
4.127,0.14,0.45,0.46
4.135,0.16,-0.43,0.53
4.145,0.38,0.05,0.54
4.153,0.34,0.5,0.34
4.161,0.3,-0.07,0.54
4.169,0.3,-0.07,0.54
4.177,0.25,-0.1,0.62
4.187,0.33,0.22,0.49
4.195,0.32,0.02,0.59
4.203,0.35,-0.09,0.59
4.211,0.35,-0.09,0.59
4.22,0.39,0.2,0.3
4.229,0.24,0.53,0.33
4.237,-0.11,-0.4,1.4
4.245,0.04,0.57,0.96
4.253,0.04,0.57,0.96
4.262,-0.21,0.51,1.14
4.271,-0.25,-0.14,1.22
4.279,-0.44,0.25,1.38
4.288,-0.44,0.43,1.43
4.296,-0.34,0.04,1.49
4.304,-0.34,0.04,1.49
4.314,-0.47,0.15,1.44
4.322,-0.51,-0.25,1.34
4.33,0.03,0.05,0.38
4.338,-0.08,0.29,0.57
4.347,-0.08,0.29,0.57
4.356,0.08,-0.36,0.6
4.364,0.18,0.14,0.49
4.373,0.35,0.38,0.35
4.381,0.44,-0.06,0.33
4.389,0.44,-0.06,0.33
4.398,0.44,0.03,0.26
4.406,0.37,0.41,0.35
4.415,0.46,0.16,0.23
4.423,0.55,-0.06,0.45
4.431,-0.12,-0.95,1.27
4.44,-0.12,-0.95,1.27
4.449,0.1,0.49,0.66
4.457,-0.18,0.45,1.15
4.465,-0.16,-0.18,1.41
4.474,-0.34,0.23,1.4
4.483,-0.34,0.23,1.4
4.491,-0.36,0.43,1.29
4.5,-0.33,0.03,1.32
4.508,-0.37,0.14,1.37
4.516,-0.47,0.38,1.1
4.526,-0.43,0.14,1.22
4.534,-0.43,0.14,1.22
4.542,-0.5,-0.6,1.5
4.551,0.18,0.3,0.5
4.559,-0.07,0.02,0.73
4.568,-0.16,-0.56,1.23
4.577,-0.16,-0.56,1.23
4.585,0.02,0.48,0.81
4.593,0.29,0.25,0.61
4.601,0.43,-0.36,0.45
4.611,0.49,0.11,0.28
4.619,0.37,0.2,0.4
4.627,0.37,0.2,0.4
4.635,0.41,-0.12,0.43
4.643,0.42,-0.06,0.61
4.653,-0.03,-0.9,1.12
4.661,0.14,0.26,0.68
4.669,0.14,0.26,0.68
4.677,0.09,0.35,0.6
4.685,-0.1,-0.14,1.09
4.695,-0.08,0.21,1.21
4.703,-0.32,0.42,1.34
4.712,-0.32,0.42,1.34
4.72,-0.34,0.09,1.41
4.728,-0.29,0.23,1.44
4.737,-0.25,-0.2,1.42
4.746,-0.14,0.4,0.42
4.754,0.08,-0.04,0.86
4.763,0.08,-0.04,0.86
4.771,-0.4,-0.53,1.16
4.78,-0.02,0.54,0.8
4.789,0.21,0.22,0.61
4.797,0.45,-0.28,0.32
4.805,0.45,-0.28,0.32
4.813,0.46,0.18,0.33
4.822,0.4,0.38,0.37
4.831,0.54,-0.06,0.46
4.839,0.43,0.15,0.24
4.847,0.43,0.15,0.24
4.855,0.4,0.14,0.39
4.864,0.37,-0.13,0.47
4.873,0.02,-1.02,1.22
4.881,0.45,0.79,0.25
4.889,0.32,-0.04,0.75
4.897,0.32,-0.04,0.75
4.907,0.04,-0.28,1.07
4.915,-0.08,0.44,1.1
4.923,-0.24,0.36,1.34
4.932,-0.2,-0.05,1.38
4.94,-0.2,-0.05,1.38
4.948,-0.18,0.23,1.25
4.958,-0.14,0.14,1.21
4.966,0.21,0.76,0.52
4.974,-0.16,-0.05,0.7
4.983,-0.3,-0.39,1.38
4.992,-0.3,-0.39,1.38
5.001,-0.22,0.49,0.88
5.009,0.03,0.1,0.71
5.017,0.26,-0.26,0.57
5.025,0.23,0.12,0.46
5.033,0.23,0.12,0.46
5.043,0.29,0.2,0.45
5.051,0.34,-0.01,0.41
5.059,0.05,0.13,0.68
5.067,-0.07,-0.71,1.1
5.076,-0.07,-0.71,1.1
5.085,0.45,0.81,0.34
5.093,0.13,0.07,0.68
5.101,-0.03,-0.29,1.11
5.11,-0.3,0.49,1.37
5.118,-0.39,0.36,1.38
5.127,-0.39,0.36,1.38
5.136,-0.31,-0.03,1.46
5.144,-0.41,0.31,1.45
5.153,-0.46,0.42,1.43
5.161,-0.45,0.18,1.48
5.17,-0.45,0.18,1.48
5.178,-0.34,0.26,1.49
5.187,-0.05,1.0,0.55
5.195,-0.14,-0.19,0.82
5.204,-0.4,-0.55,1.47
5.213,-0.3,0.77,0.94
5.221,-0.3,0.77,0.94
5.23,0.0,0.1,0.7
5.238,0.22,-0.36,0.52
5.246,0.24,0.26,0.43
5.255,0.2,0.22,0.41
5.263,0.2,0.22,0.41
5.271,0.21,-0.19,0.5
5.28,-0.1,0.34,0.93
5.288,0.09,-0.52,1.2
5.297,0.32,0.86,0.33
5.305,0.34,-0.07,0.43
5.314,0.34,-0.07,0.43
5.322,0.18,-0.29,1.1
5.33,-0.02,0.3,1.1
5.34,-0.12,0.28,1.18
5.348,-0.26,-0.05,1.41
5.356,-0.26,-0.05,1.41
5.365,-0.23,0.26,1.33
5.373,-0.18,0.31,1.39
5.382,-0.38,1.69,0.7
5.391,-0.24,0.1,1.03
5.399,-0.34,-0.39,1.21
5.408,-0.34,-0.39,1.21
5.416,-0.13,0.62,0.8
5.425,0.1,0.1,0.54
5.433,0.35,-0.37,0.44
5.442,0.36,0.21,0.42
5.45,0.36,0.21,0.42
5.458,0.37,0.37,0.3
5.467,0.45,0.02,0.27
5.475,0.41,0.18,0.3
5.483,0.29,0.29,0.34
5.492,0.29,0.29,0.34
5.5,-0.11,0.39,0.62
5.509,0.18,-0.59,1.07
5.517,0.28,0.95,0.21
5.525,0.49,-0.29,0.56
5.534,0.49,-0.29,0.56
5.542,0.18,-0.2,0.94
5.551,-0.09,0.59,1.02
5.56,-0.15,0.23,1.22
5.568,-0.09,-0.18,1.27
5.576,-0.03,0.18,1.15
5.585,-0.03,0.18,1.15
5.594,-0.11,0.19,1.13
5.602,-0.29,1.45,0.68
5.611,-0.04,0.22,1.22
5.619,-0.52,0.04,1.46
5.627,-0.52,0.04,1.46
5.637,-0.41,0.68,1.18
5.645,-0.07,0.02,0.84
5.653,0.06,-0.31,0.72
5.661,0.13,0.22,0.5
5.67,0.09,0.14,0.43
5.679,0.09,0.14,0.43
5.687,0.27,-0.21,0.52
